t,o,h,l,c,v
1726594200,335633.21393778,335740.90882392,335581.54076368,335740.90882392,0.01191987
1726594260,335987.01584252,335987.01584252,335695.76234052,335695.76234052,0.04625179
1726594320,335608.06148149,335608.06148149,335218.51000000,335218.51000000,0.27481300
1726594380,335181.68803672,335181.68803672,335181.68803672,335181.68803672,0.03010000
1726594440,335318.93850086,335318.93850086,334994.65032109,334994.66000001,0.08092863
1726594500,334994.66000000,335216.48995687,334994.66000000,335146.80000001,0.16724720
1726594560,335304.42776574,335512.99350673,335304.42776574,335512.99350673,0.06053753
1726594620,335462.28234985,335803.67000000,335315.59608496,335411.81556521,0.09970659
1726594680,335360.81223971,335540.20140467,334866.00000000,335355.51215755,0.25454015
1726594740,335669.50340520,335701.97000000,335326.63495980,335484.43133418,0.15453711
1726594800,335321.63546736,335446.17787088,335321.63546736,335395.79030123,0.04171781
1726594860,335135.24863558,335345.45999999,335135.24863558,335344.88974449,0.13608883
1726594920,335344.88974449,335345.45999999,334840.34000000,334846.99002000,0.06401549
1726594980,334969.42414334,334969.42414334,334969.42414333,334969.42414333,0.00115557
1726595040,334872.79402722,335129.91213808,334872.79402722,335082.48217544,0.12677900
1726595100,335028.04646254,335394.00000000,334606.49911492,334888.00000000,0.61671361
1726595160,334703.75306963,334830.00000000,334691.88259237,334826.72480286,0.15929749
1726595220,334826.72480286,335028.91997080,334716.76630625,334871.31489600,0.20114055
1726595280,334876.62373675,335191.26122638,334350.34000000,334704.33000001,0.21864974
1726595340,335139.74216719,335278.24275043,334701.02000000,334736.33000000,0.39424394
1726595400,335278.24275042,335489.00000000,334235.00000000,334235.00000000,2.37932385
1726595460,335278.56776954,335578.67000000,335193.98301577,335578.67000000,0.10299322
1726595520,335192.46690349,335464.67000000,335011.58000000,335011.58000000,0.30672490
1726595580,334997.63791371,335211.24996951,334997.63791371,335092.67938640,0.19622447
1726595640,335041.69484576,335422.00000000,335021.70089932,335255.99171298,0.08362575
1726595700,335208.11482894,335208.11482894,334917.59551017,335128.83319121,0.05967912
1726595760,335073.05459352,335320.67000000,334471.33000000,335113.67942107,0.18155577
1726595820,335082.31233582,335305.57774367,334296.33000000,335305.57774367,0.14658839
1726595880,335305.57774367,335476.66999999,334235.00000000,335225.92609384,1.28951887
1726595940,335253.94587753,335253.94587753,335253.94587753,335253.94587753,0.00030000
1726596000,335379.36380160,335379.36380160,335379.36380160,335379.36380160,0.00030000
1726596060,335253.95000000,335253.95000000,335253.95000000,335253.95000000,0.00236402
1726596120,335253.94999999,335253.94999999,335253.94999999,335253.94999999,0.00087972
1726596180,335249.27460548,335466.23796691,334820.01000000,335466.23796690,0.03100822
1726596240,335151.87674494,335361.88424274,335151.87674494,335361.88424274,0.06057588
1726596300,335515.93875281,335519.26875278,334901.01000002,335519.26875278,0.03171938
1726596360,335486.87145577,335539.07297522,335486.87145577,335539.07297521,0.03819665
1726596420,335694.26519852,335789.00000000,335460.04000001,335789.00000000,0.18564235
1726596480,335788.48049252,336000.00000000,335788.48049252,336000.00000000,0.00023894
1726596540,335909.76496047,335927.97642514,335909.76496047,335927.97642514,0.00620000
1726596600,335982.58122533,336032.81000000,335892.61687756,335892.61687756,0.07698632
1726596660,335976.12166323,335976.12166323,335976.12166323,335976.12166323,0.00043891
1726596720,335917.14202020,336075.15022376,335917.14202020,336075.15022376,0.00058384
1726596780,335706.97006560,335706.97006560,335580.81490730,335580.81490730,0.06028272
1726596840,335727.67822602,335727.67822603,335232.00001002,335383.64726644,0.15964082
1726596900,335171.28545507,335554.44132690,334657.00000000,335006.33001000,0.01874772
1726596960,335523.65974542,335659.10980449,334882.33001000,335659.10980449,0.00062429
1726597020,335604.04299131,335679.99999999,334882.33001000,335679.99999999,0.00296837
1726597080,335632.68233442,335679.99999999,335365.17403124,335365.17403124,0.04806611
1726597140,335097.41122365,335144.48778906,334640.00000000,335041.06172450,0.02606040
1726597200,335041.06172450,335041.06172450,334625.64362806,334783.15672945,0.08277463
1726597260,334749.62426832,334931.99999999,334749.62426832,334931.99999999,0.11762916
1726597320,335016.30573549,335230.11899404,334550.84000001,334613.71000001,0.03235681
1726597380,335112.59999999,335152.71320195,334395.00000000,334395.00000000,0.06959966
1726597440,335189.00000000,335595.09152758,334555.66001000,334730.33002002,0.12284000
1726597500,335526.69348044,335631.28702886,334733.66006001,335437.98987500,0.01968924
1726597560,335490.97804154,335511.99999999,334773.62020001,334773.62020001,0.00258742
1726597620,335563.53451984,335563.53451984,334577.33000001,335223.98663729,0.07749592
1726597680,335113.99999999,335114.00000000,334470.66000002,334470.66000002,0.02365590
1726597740,335182.66999999,335403.00000000,334765.54000001,335403.00000000,0.02130973
1726597800,335336.52137507,335336.52137507,334567.33000002,335096.51861610,0.02730552
1726597860,335114.63483783,335152.66999999,334935.21310211,335048.20874487,0.00206766
1726597920,335035.75655081,335144.98498309,334301.00000000,335144.98498309,0.03970046
1726597980,334314.32004001,335319.73909677,334314.32004001,335283.60228256,0.08350000
1726598040,335256.03615601,335256.03615601,334508.32008001,335069.66999999,0.00297583
1726598100,335018.51845816,335069.66999998,335018.51845816,335069.66999998,0.00090000
1726598160,335069.66999997,335236.31519182,334262.00000001,335236.31519182,0.02334807
1726598220,334900.00000001,335397.07244813,334900.00000001,335397.07244813,0.00047118
1726598280,335466.54043562,335466.54043562,334536.00003001,335351.95988757,0.07936669
1726598340,335350.10326277,335350.10326277,335137.05234301,335198.66999999,0.00179328
1726598400,335066.09050723,335185.26335008,334300.00000001,335185.26335008,0.01583944
1726598460,335169.78989573,335169.78989573,334361.00000000,335006.76823594,0.01090579
1726598520,334849.14779893,335057.66037789,334849.14779893,335012.09778227,0.09581000
1726598640,334953.93242037,334953.93242037,334235.00000000,334235.00000000,0.29184518
1726598700,334235.00000000,334662.07430116,333570.33000000,334658.74430114,0.03102711
1726598760,334655.41430113,334655.41430113,334539.84802093,334539.84802093,0.03020394
1726598820,334443.87653411,334444.09447609,333905.00000001,334342.18965282,0.07009063
1726598880,334397.81745567,334397.81745567,333477.94816187,333477.94816187,0.07567859
1726598940,333737.02870999,333819.35638690,333706.52506499,333757.17559705,0.00149012
1726599000,333704.09681170,333857.00000000,333133.00000000,333526.49727660,0.23256614
1726599060,333631.13472798,333631.13472798,332560.66012001,332560.66012001,0.31343469
1726599120,333391.23990415,333391.23990415,332542.00004999,332542.00004999,0.26537244
1726599180,333098.98728036,333098.98728036,331863.32000001,331863.32000001,0.60509511
1726599240,332779.90718013,332779.90718013,332117.33000000,332117.33000002,0.01644160
1726599300,332779.90718013,332980.00000000,332117.33000002,332772.00000000,0.11505981
1726599360,332237.33000001,332237.33000001,332237.33000001,332237.33000001,0.00900000
1726599420,332760.00000000,332760.00000000,332237.33000002,332237.33000002,0.20332573
1726599480,332686.00000000,332686.00000000,332237.33000002,332237.33000002,0.00016896
1726599540,332777.00000000,332941.00000000,332777.00000000,332907.00000000,0.00437318
1726599600,332237.33000002,332237.33000002,332237.33000002,332237.33000002,0.00010146
1726599660,332237.33000002,333005.53574000,329922.00000000,331693.92000001,2.03785377
1726599720,333217.81313000,333452.61642998,332451.33000002,333167.00000000,0.06763358
1726599780,333163.67000000,333163.67000000,332451.33000006,332451.33000006,0.04781226
1726599840,332861.06013742,332861.06013742,332007.33000002,332760.19960067,0.00360126
1726599900,332606.43062479,332606.43062479,332606.43062479,332606.43062479,0.00029737
1726599960,332007.33000004,332594.67000000,332007.33000004,332007.33000004,0.01519947
1726600020,332594.67000000,332775.00000000,332007.33000004,332775.00000000,0.03308754
1726600080,332606.43062481,333104.00000000,332606.43062481,333104.00000000,0.00643498
1726600140,332606.43062481,333336.73883000,332606.43062481,333336.73883000,0.00148982
1726600200,333443.39481442,333459.27643000,333292.19589296,333459.27643000,0.01833842
1726600320,333393.99999999,333452.61643000,333393.99999999,333452.61643000,0.06049556
1726600380,333399.07122854,333399.07122854,332832.28000001,333399.07122852,0.02234484
1726600440,332832.28000001,333534.35757928,332832.28000001,333534.35757928,0.33547674
1726600500,333534.34563272,333534.34563272,333261.79358335,333261.79358335,0.02968586
1726600560,333385.11097206,333385.11097206,333385.11097206,333385.11097206,0.00056627
1726600620,333166.22920180,333166.22920180,333166.22920180,333166.22920180,0.00029687
1726600680,332906.51704527,332906.51704527,332619.81575749,332799.15656904,0.00247682
1726600740,332849.17153172,332849.17153172,332849.17153172,332849.17153172,0.00030117
1726600800,332606.43062480,332741.95807667,332606.43062480,332741.95807667,0.00211915
1726600860,332529.22927861,332529.22927861,332420.66146060,332472.29455686,0.03243804
1726600920,332416.00330304,332416.00330304,332256.84181444,332285.85132811,0.00307608
1726600980,332009.82440595,332416.33999000,331975.36554007,331975.36554007,0.04672239
1726601040,331969.70532388,332044.82801664,331013.00000000,332044.82801664,1.12505999
1726601100,332276.09793812,332290.00000000,332276.09793812,332290.00000000,0.03127881
1726601220,332412.98997000,332412.98997000,332412.98997000,332412.98997000,0.00030083
1726601280,332409.65997000,332409.65997000,332409.65997000,332409.65997000,0.00000390
1726601340,332412.98997000,332412.98997000,332412.98997000,332412.98997000,0.01340335
1726601400,332412.98997000,332412.98997000,332320.08296649,332320.08296649,0.00029125
1726601460,332396.95844928,332396.95844928,332396.95844927,332396.95844927,0.04574696
1726601520,332337.23739972,332380.66999999,332337.23739972,332380.66999999,0.00895175
1726601580,332079.66999999,332079.66999999,332079.66999999,332079.66999999,0.00002576
1726601640,332079.66999999,332079.66999999,331948.49469657,331948.49469657,0.00944967
1726601760,332046.16183006,332291.99999999,332046.16183006,332291.99999999,0.00033640
1726601820,332266.25677877,332266.25677877,332212.58112313,332212.58112313,0.03946051
1726601940,332033.01728420,332195.85765489,332033.01728420,332071.38238179,0.00221051
1726602000,332071.38238180,332071.38238180,332071.38238180,332071.38238180,0.00282426
1726602060,332071.38238180,332071.38238180,331086.96500828,331241.02269961,0.02968414
1726602120,331346.25921186,331346.25921186,331346.25921186,331346.25921186,0.00002205
1726602180,331121.67000000,331294.20096883,331121.67000000,331221.66999999,0.00731157
1726602240,331073.16890013,331073.16890013,330905.64344654,330905.64344654,0.00875301
1726602300,330873.76956973,330873.76956973,330496.50917592,330601.92171229,0.06711379
1726602360,330394.82102725,330394.82102725,329703.89101899,329703.89101899,0.03605996
1726602420,329652.37424051,329652.37424051,328721.86371778,328721.86371778,0.15316031
1726602480,328662.34081720,328662.34081720,328457.02707566,328590.85898011,0.09018165
1726602540,328635.76350911,328635.76350911,328590.85898011,328590.85898011,0.16394888
1726602600,328572.77194601,328595.47844480,328122.77011167,328352.72156039,0.22627309
1726602660,328845.67858463,329794.00000000,328845.67858463,329794.00000000,0.24046994
1726602720,329794.00000000,330088.74921642,329779.56232071,330047.29689897,0.14834900
1726602780,329990.92452139,330337.00000000,329990.92452139,330313.04805168,0.13527516
1726602840,330503.34913550,330858.09208210,330503.34913550,330790.96261635,0.00189801
1726602900,330620.89821295,330620.89821295,330560.88775744,330560.88775744,0.03052570
1726602960,330400.00000000,330419.07463058,330400.00000000,330400.00000000,0.02911402
1726603080,330400.00000000,330419.07463058,330400.00000000,330400.00000000,0.01019626
1726603140,330400.00000000,330400.00000000,328939.56000001,328939.56000001,0.01773699
1726603200,329755.46351285,329755.46351285,329755.46351285,329755.46351285,0.00040701
1726603260,329568.19285594,329568.19285596,329568.19285594,329568.19285596,0.03254348
1726603320,329260.88244497,329260.88244497,328821.59996438,328821.59996438,0.06540000
1726603440,329346.75207442,329498.85155984,329055.26000001,329055.26000001,0.00304069
1726603500,329221.10912061,329325.10230958,329055.26000001,329055.26000001,0.19833703
1726603560,329484.72018083,329484.72018083,329166.81000003,329392.42021879,0.08012371
1726603620,329594.30085648,330199.90663027,329594.30085648,330199.90663027,0.06200227
1726603680,330036.32936287,330036.32936287,329859.91688744,330036.32936000,0.04160381
1726603740,330036.32936000,330290.00000000,329890.44813569,329891.00000000,0.17993131
1726603800,329810.31920169,330454.00000000,329810.31920169,330454.00000000,0.00790243
1726603860,330834.18000000,330834.18000000,329650.01000996,329650.01000996,0.07621207
1726603920,329536.92418250,329656.77163896,329355.44000000,329656.77163896,0.06492750
1726603980,329899.99232307,329899.99232307,329899.99232307,329899.99232307,0.00000294
1726604040,330223.78126521,330223.78126521,330016.29049665,330016.29049665,0.00326410
1726604100,330171.56468684,330300.08990000,330171.56468684,330273.18879795,0.08276426
1726604160,330273.18879795,330761.00000000,330273.18879795,330496.16741187,0.15026091
1726604220,330469.39559195,330469.39559195,330469.39559195,330469.39559195,0.03060000
1726604280,330681.99999999,330983.00000000,330633.10612760,330901.57472748,0.22792653
1726604340,330846.60055389,331057.96454358,330846.60055389,331057.96454358,0.03511305
1726604400,331197.00000000,331197.00000000,330362.33000000,331123.97571907,0.19315556
1726604460,331123.97571906,331185.47236879,331041.19154655,331164.50375956,0.04805299
1726604520,331197.00000000,331289.29000000,330992.61174139,330992.61174139,0.00513319
1726604580,331296.12000001,331296.12000001,331296.12000001,331296.12000001,0.00660000
1726604640,331213.15727986,331213.15727987,331213.15727986,331213.15727987,0.00605000
1726604700,331475.00000000,331475.00000000,331084.71475088,331188.36110196,0.07469890
1726604760,331188.37000000,331280.54655998,331065.17086214,331123.17760517,0.08795325
1726604820,331278.96472540,331434.83797969,331277.76054945,331434.83797969,0.05097613
1726604880,331335.53175163,331499.27577117,331284.22093988,331301.88058720,0.15234761
1726604940,331404.12531173,331404.12531173,331298.26502321,331393.14405794,0.00081383
1726605000,331451.92239910,331454.65702777,331348.75000000,331350.24719287,0.13039265
1726605060,331350.24719287,331663.99999999,330484.00000000,331537.43473704,0.70753312
1726605120,331693.44084867,331772.99999999,331537.43473704,331772.99999999,0.03170479
1726605180,331772.99999999,331990.00000000,331772.99999999,331990.00000000,0.19812886
1726605240,331990.00000000,332000.00000000,331951.91885912,331990.00000000,0.09727532
1726605300,331990.00000000,332078.54629833,331990.00000000,332078.54629833,0.00604128
1726605360,332210.06638921,332256.12820021,332099.91351980,332153.57368547,0.07962808
1726605420,332069.25999999,332256.12820021,331325.99000001,331994.23061998,0.18403333
1726605480,331976.72469975,331976.72469975,331180.24000001,331228.87512039,0.18437436
1726605540,331130.82413975,331130.82413975,331130.82413974,331130.82413975,0.01914837
1726605600,330885.44621476,330885.44621476,330698.81489183,330698.81489184,0.07273946
1726605660,330473.63202694,331130.82000000,330473.63202694,331000.00000000,0.03631555
1726605720,331000.00000000,331130.82000000,331000.00000000,331130.82000000,0.01045974
1726605780,331253.75000001,331253.75000001,330753.98511859,330753.98511859,0.25877999
1726605840,330753.98511859,330861.45587897,330500.00000000,330500.00000000,0.08739450
1726605900,330500.00000001,330619.17558475,330500.00000001,330619.17558475,0.00187032
1726605960,330761.58435442,330761.58435442,330274.33000000,330274.33000000,0.25103332
1726606020,330799.99999999,330799.99999999,330687.77597137,330687.77597137,0.00885106
1726606140,330800.00000000,330800.00000000,330799.99999999,330800.00000000,0.15243664
1726606200,330800.00000000,331017.82520441,330698.22293575,331017.82520441,0.34119852
1726606260,331167.60670623,331637.00000000,330957.10188022,331637.00000000,1.00183330
1726606320,330957.10188019,331151.00000000,330957.10188019,331147.67000000,0.16486840
1726606380,331111.00000000,331137.67000000,330482.72000001,331137.67000000,0.02726401
1726606440,331158.66999999,331158.66999999,331158.66999999,331158.66999999,0.00636304
1726606500,331186.33999000,331192.99999997,330927.70633901,331192.99999997,0.00187212
1726606560,330979.39404463,331029.78726436,330969.53278860,331019.42030023,0.06399830
1726606620,331019.42030023,331077.22394291,330944.90456268,330944.90456268,0.06256000
1726606680,331146.25799777,331146.25799777,330939.05611560,330939.05611560,0.00003836
1726606800,331082.08854568,331082.08854568,330690.33000000,330925.58206567,0.05514308
1726606860,331130.81018488,331193.05114201,331037.26944612,331193.05114201,0.00364784
1726606920,331087.01659166,331194.09550684,331087.01659166,331194.09550684,0.02444796
1726606980,331188.91518537,331346.04304535,331188.91518537,331346.04304535,0.00132732
1726607040,331188.91518539,331188.91518539,331093.13000003,331187.93637876,0.03197021
1726607100,331133.16203120,331288.99547822,331133.16203120,331288.99547822,0.01961479
1726607160,331288.99547822,331288.99547823,331133.16203120,331133.16203120,0.01510521
1726607220,331340.29521141,331689.36595012,331340.29521141,331689.36595012,0.12119736
1726607280,331598.66010506,331877.00000000,331598.66010506,331877.00000000,0.23427032
1726607340,332112.00000000,332112.00000000,331660.54952283,331660.54952283,0.00151168
1726607400,331610.66616896,331819.42872199,331610.66616896,331819.42872199,0.00233900
1726607460,331819.42872199,332111.99999997,331764.69805337,331764.69805337,0.01086955
1726607520,331814.95978907,331865.60814016,331764.95062272,331809.51719073,0.09750000
1726607580,331653.15195340,331804.78962916,331616.55000000,331804.78962916,0.05569474
1726607640,331803.15082178,331803.15082178,331647.08832638,331647.08832638,0.00098326
1726607760,331442.73115277,331442.73115277,331442.73115276,331442.73115276,0.03656832
1726607820,331604.20203353,331604.20203353,331604.20203353,331604.20203353,0.00000523
1726607880,331604.20203353,331604.20203353,331555.70660715,331555.70660715,0.03010723
1726607940,331555.70660715,331654.94332351,331555.70660715,331654.94332351,0.02582868
1726608000,331764.05183456,331868.04704344,331764.05183456,331868.04704344,0.00905295
1726608060,331812.60034051,331812.60034051,331708.04338877,331708.04338877,0.00003946
1726608120,331502.04292482,331606.73149568,331399.93002166,331606.73149568,0.01548330
1726608180,331662.13970891,331662.13970891,331550.00000000,331550.00000000,0.15000000
1726608300,331863.35462046,331863.35462046,331863.35462046,331863.35462046,0.00060708
1726608360,331760.77997373,331760.77997373,331463.33855765,331466.66855765,0.01522754
1726608420,331646.67088813,331799.99999999,331646.67088813,331666.49392110,0.00169306
1726608480,331612.40710356,332491.36999000,331612.40710356,332491.36999000,1.00116368
1726608540,331619.26161007,331619.26161008,331619.26161007,331619.26161008,0.01561717
1726608600,331566.10890825,331566.10890825,331566.10890825,331566.10890825,0.02114246
1726608660,331567.37693445,331567.37693445,331500.00000001,331500.00000001,0.00328878
1726608720,331507.95759572,331507.95759572,331500.00000001,331500.00000001,0.02032599
1726608780,331500.00000001,331500.00000001,331500.00000001,331500.00000001,0.00013764
1726608840,331609.63333722,331609.63333722,331609.63333722,331609.63333722,0.00326967
1726608900,331609.63333722,331659.71924983,331609.63333722,331659.71924983,0.03241685
1726608960,331838.51858614,331994.82859181,331838.51858614,331994.82859181,0.02356020
1726609080,331707.00707097,331868.82827312,331707.00707097,331868.82827312,0.03015000
1726609140,331832.62386673,331934.42485834,331778.33909961,331778.33909961,0.01374661
1726609200,331828.68451028,331934.42485833,331828.68451028,331934.42485833,0.00009986
1726609260,331847.44854943,332365.00000000,331847.44854943,332365.00000000,0.51883136
1726609320,332310.66999999,332310.67000000,331888.63945862,331888.63945864,0.01305564
1726609380,331888.63945864,331888.63945864,331888.63945864,331888.63945864,0.00000571
1726609440,331958.82083853,331958.82083853,331958.82083853,331958.82083853,0.00000583
1726609500,332365.00000000,332365.00000000,332365.00000000,332365.00000000,0.00086540
1726609620,332322.03979989,332322.03979989,332283.48944983,332286.81944983,0.00150271
1726609680,332148.21838615,332148.21838615,332148.21838615,332148.21838615,0.00120052
1726609740,332286.81944982,332286.81944982,332261.27839605,332261.27839605,0.02307677
1726609800,332286.81944982,332286.81944982,332286.81944982,332286.81944982,0.00151003
1726609860,332286.81944981,332286.81944981,332261.27839605,332286.81944981,0.01303826
1726609920,332253.09904969,332253.09904969,332253.09904969,332253.09904969,0.00000528
1726609980,332131.74999999,332131.74999999,332131.74999999,332131.74999999,0.00008164
1726610040,332081.96803830,332121.00999992,332081.96803830,332121.00999992,0.00030049
1726610100,331828.68000000,331828.68000000,331828.68000000,331828.68000000,0.00036278
1726610160,332052.32999999,332052.32999999,331828.68000001,331828.68000001,0.03973292
1726610220,332054.57999999,332054.57999999,332054.57999999,332054.57999999,0.00000592
1726610340,332051.57264484,332187.54964983,332051.57264484,332051.57264484,0.00046101
1726610400,331935.78916952,332027.88635741,331935.78916952,331986.37164332,0.00165157
1726610460,331875.56089141,332020.81212864,331875.56089141,332020.81212864,0.02991639
1726610580,331828.68000000,331828.68000000,331556.92034613,331556.92034613,0.00190588
1726610640,331500.00000000,331500.00000000,331500.00000000,331500.00000000,0.00076000
1726610700,331236.00000000,331236.00000000,331225.00000000,331225.00000001,0.01517536
1726610760,331236.00999963,331236.00999963,331116.27278574,331214.25989996,0.18663240
1726610820,331214.25989996,331225.01000000,331214.25989996,331225.01000000,0.00171278
1726610880,331395.20000000,331395.20000000,331395.20000000,331395.20000000,0.00009660
1726610940,331388.98537070,331388.98537070,331388.98537070,331388.98537070,0.01174041
1726611060,331428.48260509,331428.48260509,331250.68789576,331250.68789576,0.00129879
1726611180,331376.94120683,331376.94120683,331376.94120682,331376.94120682,0.00747304
1726611240,331430.42999999,331508.01409283,331430.42999999,331508.01409283,0.00085656
1726611300,331598.20261631,331599.66000000,331508.01409283,331599.66000000,0.00044286
1726611420,331662.98670406,331764.40999999,331662.98670406,331764.40999999,0.00026960
1726611480,331716.74602985,331764.40999999,331414.60792109,331414.60792109,0.00181654
1726611540,331208.33620894,331208.33620894,331207.23380222,331207.23380222,0.00689812
1726611600,331210.33999999,331210.33999999,331210.33999999,331210.33999999,0.00389168
1726611660,331112.59476601,331165.99999999,331112.59476601,331165.99999999,0.00006001
1726611720,331166.00000000,331290.36999999,331166.00000000,331290.36999999,0.00142493
1726611780,331252.91189338,331252.91189338,331252.91189338,331252.91189338,0.00499067
1726611840,331093.13000002,331093.13000002,330918.36026540,330918.36026540,0.00099897
1726611900,330968.73321433,330979.64999999,330757.33000000,330757.33000000,0.00602164
1726611960,330855.75386524,330866.05000000,330855.75386524,330866.05000000,0.00607886
1726612080,331000.00000000,331000.00000000,331000.00000000,331000.00000000,0.00000376
1726612140,330999.99999999,330999.99999999,330999.99999999,330999.99999999,0.00347824
1726612200,330999.99999999,330999.99999999,330999.99999999,330999.99999999,0.00433581
1726612260,330944.11764956,330999.99999999,330944.11764956,330995.67185660,0.00088071
1726612320,330999.99999999,331000.00000000,330999.99999999,331000.00000000,0.00241512
1726612380,331000.00000000,331000.00000000,331000.00000000,331000.00000000,0.00759004
1726612440,331093.10999999,331166.00000000,331093.10999999,331166.00000000,0.01659279
1726612500,331165.99999999,331166.00000000,331165.99999999,331166.00000000,0.00502329
1726612560,331165.99999999,331165.99999999,331165.99999999,331165.99999999,0.00059422
1726612620,331166.00000000,331166.00000000,331165.99999999,331165.99999999,0.04256602
1726612680,331165.99999999,331166.00000000,331165.99999999,331166.00000000,0.03755869
1726612740,331166.00000000,331166.00000000,331166.00000000,331166.00000000,0.00012227
1726612800,331165.99999999,331166.00000000,331165.99999999,331165.99999999,0.00007996
1726612860,331166.00000000,331166.00000000,331166.00000000,331166.00000000,0.01645392
1726612920,331165.99999999,331166.00000000,331165.99999999,331165.99999999,0.01857427
1726612980,331165.99999999,331165.99999999,331165.99999999,331165.99999999,0.00048431
1726613040,331166.00000000,331166.00000000,331166.00000000,331166.00000000,0.04084146
1726613100,331166.00000000,331166.00000000,331165.99999999,331166.00000000,0.00177784
1726613160,331166.00000000,331166.00000000,331166.00000000,331166.00000000,0.03194561
1726613220,331165.99999999,331166.00000000,331165.99999999,331165.99999999,0.01502766
1726613280,331165.99999999,331166.00000000,331165.99999999,331166.00000000,0.03211330
1726613340,331238.43579968,331290.36999999,331238.43579968,331238.43579968,0.00167982
1726613400,331290.37000000,331398.20945942,331290.37000000,331398.20945942,0.00563396
1726613520,331398.20945941,331398.20945941,331398.20945941,331398.20945941,0.00421165
1726613820,331300.11722736,331300.11722736,331300.11722736,331300.11722736,0.00027571
1726613880,331300.11722736,331300.11722736,331300.11722736,331300.11722736,0.00016205
1726613940,331300.11722736,331300.11722736,331297.02235383,331297.02235383,0.00008424
1726614000,331244.97028117,331244.97028117,331165.91000000,331165.91000000,0.02024092
1726614060,331059.30535435,331059.30535435,331007.68649169,331007.68649169,0.00019215
1726614120,330854.77907890,330904.74000000,330854.75908000,330904.74000000,0.00179185
1726614240,330749.66000000,330749.66000000,330749.65999999,330749.66000000,0.00314379
1726614300,330749.64973867,330749.64973867,330699.91022531,330699.91022531,0.00020274
1726614360,330540.63012763,330540.63012763,330540.63012763,330540.63012763,0.00106524
1726614420,330445.00000000,330445.00000000,330126.00000001,330126.00000001,0.20002318
1726614480,330131.61000000,330131.61000000,330124.94999999,330128.28000000,0.00159759
1726614540,330052.44000000,330362.59043967,330052.44000000,330362.59043967,0.07006306
1726614600,330362.59043967,330362.59043967,330362.59043967,330362.59043967,0.00273432
1726614660,330210.33000001,330362.59999999,330210.33000001,330362.59999999,0.00151827
1726614720,330421.66713796,330421.66713796,330421.66713796,330421.66713796,0.00234254
1726614780,330370.51760614,330493.92999997,330370.51760614,330493.92999997,0.00031055
1726614840,330493.92999997,330493.92999997,330493.92999997,330493.92999997,0.00059806
1726614900,330420.60201643,330458.94000000,330420.60201643,330458.94000000,0.00033030
1726615020,330597.02999999,330597.02999999,330597.02999999,330597.02999999,0.00044466
1726615080,330597.02999999,330597.02999999,330597.02999999,330597.02999999,0.00304707
1726615140,330663.62580325,330693.80350433,330663.62580325,330693.80350433,0.00204329
1726615200,330663.62580325,330693.80350433,330663.62580325,330663.62580325,0.00027519
1726615260,330749.62973999,330749.62973999,330749.62973999,330749.62973999,0.00696503
1726615320,330749.62973999,330749.62974000,330749.62973999,330749.62973999,0.00016557
1726615380,330665.91469303,330665.91469303,330665.91469303,330665.91469303,0.00000598
1726615440,330658.96009181,330658.96009181,330658.96009180,330658.96009180,0.06110000
1726615560,330614.36204809,330658.96000000,330614.36204809,330658.96000000,0.01879665
1726615620,330658.96000000,330658.96000000,330658.96000000,330658.96000000,0.00149640
1726615680,330614.36204810,330658.96000000,330614.36204810,330658.96000000,0.00379644
1726615740,330658.95999999,330658.95999999,330623.03142134,330623.03142134,0.01677146
1726615800,330623.03142134,330623.03142134,330623.03142134,330623.03142134,0.00000670
1726615860,330597.02000000,330623.03142134,330406.03075526,330623.03142134,0.00400112
1726615920,330404.08035334,330513.00360981,330404.08035334,330513.00360981,0.00001156
1726616040,330658.96000000,330658.96000000,330623.27007216,330623.27007216,0.00075893
1726616100,330623.27008001,330658.96000000,330623.27008001,330658.96000000,0.00952987
1726616160,330749.62973999,330749.62973999,330719.95538001,330719.95538001,0.01669593
1726616220,330749.62973999,330749.62973999,330733.00952130,330733.00952130,0.00300510
1726616280,330733.00952130,330733.00952130,330650.00000001,330650.00000001,0.00020234
1726616400,330749.62973999,330749.62973999,330749.62973999,330749.62973999,0.00041062
1726616460,330749.62974000,330749.62974000,330749.62973003,330749.62974000,0.00015377
1726616580,330729.36582013,330729.36582013,330729.36582013,330729.36582013,0.00000652
1726616640,330650.00000000,330650.00000000,330650.00000000,330650.00000000,0.00000341
1726616700,330749.62973999,330749.62973999,330671.93722001,330671.93722001,0.00002427
1726616760,330718.09052843,330718.09052843,330718.09052843,330718.09052843,0.00113790
1726616820,330749.61999999,331468.00000000,330749.61999999,331468.00000000,0.18271648
1726616880,331182.74822814,331182.74822814,331182.74822814,331182.74822814,0.00026227
1726617000,331182.74822814,331182.74822814,331182.74822814,331182.74822814,0.00157049
1726617120,331182.74822814,331182.74822814,331088.00934002,331088.00934002,0.00160986
1726617180,331167.03259958,331167.03259958,331167.03259958,331167.03259958,0.00105285
1726617240,331167.03259958,331167.03259958,331089.13581222,331089.13581222,0.00003137
1726617360,331131.13371613,331131.13371613,331131.13371613,331131.13371613,0.00659710
1726617420,331131.13371613,331131.13371613,331131.13371613,331131.13371613,0.00047902
1726617480,331131.13371613,331224.32511384,331131.13371613,331224.32511384,0.00896787
1726617540,331224.32511383,331224.32511383,331131.13000001,331224.32511383,0.00021964
1726617600,331195.92192718,331195.92192718,331195.92192718,331195.92192718,0.00111033
