t,o,h,l,c,v
1724527980,354649.89381879,354649.89381879,354649.89381879,354649.89381879,0.00001176
1724528040,354568.92245151,354568.92245151,354559.67511133,354559.67511133,0.00007592
1724528100,354643.41052158,354643.41052158,354635.61484665,354635.61484665,0.00283005
1724528160,354627.29832072,354627.29832072,354617.89235119,354617.89235119,0.00240987
1724528220,354578.82586757,354578.82586757,354576.10720910,354576.10720910,0.00256727
1724528280,354460.01556863,354460.01556863,354452.27690784,354452.27690784,0.00081241
1724528340,354415.20408267,354473.10529282,354415.20408267,354473.10529282,0.00073453
1724528400,354444.51432986,354482.36272319,354416.71227632,354482.36272319,0.00306523
1724528460,354483.84205983,354483.84205983,354468.34574315,354468.34574315,0.00021892
1724528520,354458.05755491,354746.66999999,354414.31762135,354470.43658607,0.00875772
1724528580,354468.36826365,354468.36826365,354440.53280836,354440.53280836,0.00119539
1724528700,354410.91554758,354410.91554758,354342.41691602,354342.41691602,0.00003519
1724528760,354342.41691602,354352.10583748,354342.41691601,354352.10583748,0.00036755
1724528880,354300.25694000,354300.25694000,354300.25694000,354300.25694000,0.00081250
1724528940,354300.25694001,354300.25694001,354300.25694001,354300.25694001,0.00000273
1724529000,354300.25694001,354300.25694001,354300.25694001,354300.25694001,0.00005749
1724529060,354300.25694001,354300.25694001,354300.25694001,354300.25694001,0.00004149
1724529120,354300.25694000,354338.63684689,354300.25000000,354338.63684689,0.00046272
1724529240,354355.94000000,354357.23127997,354355.94000000,354357.23127997,0.00027629
1724529300,354357.23127997,354357.23127997,354357.23127996,354357.23127997,0.00437795
1724529360,354357.23127997,354357.23127997,354357.23127997,354357.23127997,0.00029826
1724529420,354357.23127996,354357.23127997,354357.23127996,354357.23127997,0.00281954
1724529480,354357.23127997,354357.23127997,354357.23127997,354357.23127997,0.00014920
1724529540,354357.23127997,354357.23127997,354357.23127997,354357.23127997,0.00000811
1724529600,354300.25000000,354300.25000001,354300.25000000,354300.25000001,0.00005375
1724529660,354357.20000000,354357.20000000,354357.20000000,354357.20000000,0.00000547
1724529720,354357.19999999,354455.68539371,354300.25000000,354441.13700001,0.00025944
1724529780,354435.60260022,354435.60260022,354412.34695544,354412.34695544,0.00002435
1724529840,354408.03586109,354408.03586109,354334.59179137,354334.59179137,0.00003278
1724529900,354313.12596304,354421.76971512,354313.12596303,354421.76971512,0.00005481
1724529960,354409.29370697,354409.29370697,354406.73501102,354406.73501102,0.00014223
1724530080,354421.75999999,354421.75999999,354421.75999999,354421.75999999,0.00000584
1724530140,354395.00800084,354395.00800084,354367.85316856,354367.85316856,0.00004445
1724530200,354333.89039563,354421.87577876,354333.89039563,354421.87577876,0.01672721
1724530260,354422.34340169,354422.34340169,354422.34340169,354422.34340169,0.00000410
1724530320,354413.53706931,354413.53706931,354413.53706931,354413.53706931,0.00005684
1724530380,354322.35957894,354322.35957894,354308.08273682,354308.08273682,0.01015531
1724530440,354300.25000000,354300.25000000,354300.25000000,354300.25000000,0.00001476
1724530620,354300.25000000,354384.49208365,354300.25000000,354384.49208365,0.00004624
1724530680,354309.51920531,354537.73703835,354309.51920531,354537.73703835,0.00025971
1724530740,354577.85449857,354577.85449857,354577.85449857,354577.85449857,0.01244568
1724530800,354576.76492398,354696.61083319,354576.76492398,354696.61083319,0.00077594
1724530860,354527.19233455,354638.04343209,354527.19233455,354638.04343209,0.00151565
1724530920,354638.04343209,354638.04343210,354638.04343209,354638.04343210,0.00315148
1724530980,354669.62000000,354669.62000000,354669.62000000,354669.62000000,0.00000640
1724531040,354669.61999999,354669.61999999,354669.61999999,354669.61999999,0.00002708
1724531100,354638.04000001,354638.04000001,354638.04000001,354638.04000001,0.00003559
1724531160,354695.92237829,354695.92237829,354695.92237829,354695.92237829,0.00000538
1724531220,354638.04000001,354638.04000001,354523.31950156,354523.31950156,0.00148925
1724531280,354541.60478133,354541.60478133,354541.60478133,354541.60478133,0.00005417
1724531340,354568.67393803,354568.67393803,354006.00010004,354006.00010004,0.06416217
1724531400,354469.30603486,354469.30603486,354398.42935110,354398.42935110,0.00827007
1724531460,354460.21557506,354460.21557506,354460.21557506,354460.21557506,0.00000560
1724531520,354433.60627379,354433.60627379,354404.50424524,354404.50424524,0.01554533
1724531580,354338.64542556,354338.64542556,354315.97968471,354315.97968471,0.02864349
1724531640,354315.97968471,354322.57287101,354315.97968470,354322.57287101,0.00668368
1724531700,354272.68354493,354272.68354493,354272.68354493,354272.68354493,0.01184000
1724531760,354272.68354493,354272.68354493,354272.68354492,354272.68354493,0.04806974
1724531820,354272.68354492,354565.34393804,354214.40160066,354565.34393804,0.00751602
1724531880,354231.56006544,354565.34393804,354231.56006544,354240.54519593,0.00323821
1724531940,354318.40977589,354367.51190544,354318.40977589,354367.51190544,0.00035475
1724532060,354270.67656103,354270.67656103,354270.67656103,354270.67656103,0.00000674
1724532120,354270.67656102,354522.33999999,354220.17884554,354522.33999999,0.00138503
1724532180,354066.53718222,354220.17884555,354066.53718222,354220.17884555,0.04672000
1724532240,354076.66661024,354076.66661024,354076.66661024,354076.66661024,0.00028913
1724532360,353944.51997574,353944.51997574,353944.51997574,353944.51997574,0.00017623
1724532420,354031.81469614,354031.81469614,353944.00000000,353944.00000000,0.03292558
1724532480,353944.00000000,353944.00000000,353943.99999999,353943.99999999,0.00055933
1724532540,353943.99999999,353943.99999999,353943.99999999,353943.99999999,0.00316498
1724532720,353944.00000000,353944.00000000,353944.00000000,353944.00000000,0.00111102
1724532780,353943.99999999,353943.99999999,353943.99999999,353943.99999999,0.00001715
1724532840,353944.00000000,353944.00000000,353920.43202113,353920.43202113,0.00004385
1724532900,353920.43202113,353920.43202113,353900.00000000,353900.00000000,0.02585725
1724532960,353900.00000001,353900.00000001,353900.00000001,353900.00000001,0.00000541
1724533020,353900.00000000,353900.00000001,353900.00000000,353900.00000001,0.00281877
1724533080,353900.00000000,353900.00000000,353900.00000000,353900.00000000,0.00125783
1724533140,353900.00000000,353900.00000001,353900.00000000,353900.00000000,0.02097996
1724533200,353900.00000000,353900.00000001,353900.00000000,353900.00000000,0.09249115
1724533260,353900.00000000,353900.00000001,353900.00000000,353900.00000000,0.01934369
1724533320,353900.00000001,353900.00000001,353900.00000000,353900.00000000,0.02851941
1724533380,353900.00000000,353900.00000000,353681.02244790,353681.02244790,0.05808461
1724533440,353683.04880999,353693.28872340,353201.30070010,353231.99015000,0.12085809
1724533500,353632.14647477,353632.14647477,353437.96291000,353437.96291000,0.00061064
1724533560,353434.26659632,353434.26659632,352895.00000002,352895.00000002,0.01419575
1724533680,353100.41035475,353100.41035475,353022.66000001,353098.70039026,0.00324783
1724533740,353046.45435463,353046.45435463,353022.66000001,353022.66000001,0.00085918
1724533800,353025.99000000,353204.92621797,353025.99000000,353204.92621796,0.00016019
1724533860,353204.92621796,353204.92621796,352751.00005000,352754.33005000,0.09275537
1724533920,353011.74530779,353046.64426563,353011.74530779,353046.64426563,0.00025495
1724533980,353043.31426563,353043.31426563,353043.31426562,353043.31426562,0.00007031
1724534040,353213.08106396,353399.00000000,353213.08106396,353399.00000000,0.00775898
1724534160,353360.98441525,353836.99999997,353360.98441525,353544.85568271,0.02566496
1724534220,353724.24143655,353724.24143655,353687.32400135,353687.32400136,0.00037749
1724534280,353629.87027543,353629.87027543,353444.75764573,353444.75764573,0.00028584
1724534340,353512.95275710,353630.01175884,353512.95275710,353615.26585944,0.00009822
1724534400,353512.95275712,353512.95275712,353468.02438841,353468.02438841,0.00043131
1724534460,353468.02438840,353615.26000000,353199.95114995,353615.26000000,0.04103372
1724534520,353504.38451687,353504.38451687,353504.38451687,353504.38451687,0.00001193
1724534580,353339.92780674,353339.92780674,353304.37875064,353304.37875064,0.00392669
1724534640,353225.36406554,353225.36406554,353110.39562672,353110.39562672,0.00661185
1724534700,353110.39562673,353110.39562673,353110.39562672,353110.39562672,0.00018631
1724534760,353004.38187934,353004.38187934,352897.47107757,352897.47107757,0.00003323
1724534820,352514.72504676,352528.55803424,352514.72504676,352528.55803424,0.00095416
1724534880,352528.55803424,352925.68999990,352452.66720810,352478.84932606,0.02448676
1724534940,352775.58409907,352775.58409907,352775.58409907,352775.58409907,0.00000445
1724535000,352479.62074995,352531.08920406,352479.62074995,352531.08920406,0.00068841
1724535060,352812.76128224,352812.76128224,352615.35788235,352615.35788235,0.00042678
1724535120,352612.51785994,352612.51785994,352496.27099994,352555.92718050,0.00049942
1724535180,352612.50239784,352705.40605200,352466.30059996,352705.40605200,0.01147779
1724535240,352912.59478085,353005.35918918,352730.35919420,353005.35918918,0.04954156
1724535300,352988.59999728,352988.59999728,352664.67947973,352731.06303693,0.00529604
1724535360,352629.27074997,352629.27074997,352000.00000000,352000.00000000,0.07800061
1724535420,351911.00005005,351911.00005005,351532.49963363,351532.49963363,0.00252805
1724535480,351833.27032682,351895.54414283,351833.27032682,351895.54414283,0.00003319
1724535540,351809.56058944,351852.32074898,351809.56058944,351852.32074898,0.00013956
1724535600,351814.63235256,351814.63235256,351810.35674108,351810.35674108,0.00028269
1724535720,351877.46461999,351877.46461999,351877.46461998,351877.46461998,0.01840610
1724535780,352081.55448335,352113.80870273,352081.55448335,352113.80870273,0.01085730
1724535840,352179.66995000,352182.99995000,352179.66995000,352182.99995000,0.08448803
1724535900,352179.67000000,352300.00000000,352179.66999999,352300.00000000,0.08812539
1724535960,352215.37405206,352216.99258947,352215.37405206,352216.99258947,0.00002698
1724536020,352079.30894162,352302.25682342,352079.30894162,352302.25682342,0.00672671
1724536080,352338.33000246,352355.42367134,352251.55172651,352329.52256787,0.00228231
1724536140,352325.20219369,352325.56575773,352255.19317487,352255.19317487,0.00107981
1724536200,352270.92957960,352282.97225594,352266.40058602,352282.97225594,0.03864889
1724536260,352451.99063877,352451.99063877,352397.01032511,352397.01032512,0.02012238
1724536320,352291.41266309,352587.55000000,352291.41266309,352496.33999999,0.00015893
1724536380,352344.59185432,352375.58721268,352344.59185432,352375.58721268,0.04666906
1724536440,352271.90098269,352493.01000000,351964.56036854,351964.56036854,0.00595686
1724536500,351676.51694230,351678.28261359,351211.18024661,351239.24415809,0.01724980
1724536560,351210.24876996,351210.24876996,351210.24876996,351210.24876996,0.00281817
1724536620,351204.44000001,351204.44000001,351037.15591886,351037.15591886,0.00040524
1724536680,350946.23734846,350946.23734846,350721.09822986,350721.09822986,0.00788488
1724536740,350852.66999997,350852.66999997,350852.66999997,350852.66999997,0.00001382
1724536800,350689.14145273,350910.73822021,350689.14145273,350910.73822021,0.00090185
1724536860,350975.71731333,351176.65000000,350975.71731333,351176.65000000,0.05046897
1724536920,351176.65000000,351321.53332952,351176.65000000,351321.53332952,0.08814427
1724536980,351277.33739464,351320.96058785,350919.32005000,350919.32005000,0.00933632
1724537040,350922.66000000,351163.80680607,350922.66000000,351163.80680607,0.00313453
1724537100,351350.58028068,351350.58028068,351350.58028068,351350.58028068,0.00022138
1724537160,351226.31148063,351226.31148063,351226.31148063,351226.31148063,0.00057122
1724537220,351022.95697028,351033.84149704,351022.95697028,351033.84149704,0.00023842
1724537280,351154.52753740,351225.38681399,351081.16816896,351225.38681399,0.00029969
1724537340,351035.46619839,351035.46619839,351035.33945022,351035.33945022,0.00058739
1724537400,351000.00000000,351000.00000000,351000.00000000,351000.00000000,0.00002961
1724537460,351000.00000000,351000.00000000,351000.00000000,351000.00000000,0.00004378
1724537520,351000.00000001,351000.00000001,351000.00000001,351000.00000001,0.00004227
1724537640,351035.03692352,351035.03692353,351035.03692352,351035.03692352,0.00037664
1724537700,351000.00000000,351000.00000000,351000.00000000,351000.00000000,0.00092661
1724537760,351056.83000000,351292.64974988,351056.83000000,351292.64974988,0.06279465
1724537820,351292.64974987,352060.82615645,351244.97642367,352060.82615645,0.03917048
1724537880,351983.22006236,351983.22006236,351983.22006236,351983.22006236,0.00006645
1724537940,351627.74199069,351951.67000000,351627.74199069,351951.67000000,0.05817217
1724538000,352111.15147799,352111.15147799,352111.15147799,352111.15147799,0.00025545
1724538060,352066.24772132,352066.24772132,352066.24772132,352066.24772132,0.00066559
1724538120,351829.14400414,352176.59805366,351829.14400414,352176.59805366,0.00148339
1724538240,351775.84961179,351843.86000001,351737.34250474,351737.34250474,0.00051176
1724538300,351737.34250475,351737.34250475,351735.49261413,351735.49261413,0.00042175
1724538360,351742.84513065,351995.33999999,351742.84513064,351811.47310125,0.00387819
1724538420,351805.36004723,351805.36004723,351602.93346278,351798.70004721,0.03939080
1724538480,351660.15648363,351660.15648363,351660.15648363,351660.15648363,0.00006424
1724538540,351590.36761891,351631.01344316,351590.36761891,351631.01344316,0.00090000
1724538600,351923.33999999,351923.33999999,351923.33999999,351923.33999999,0.00002756
1724538660,351660.88426293,351920.00999999,351660.88426293,351920.00999999,0.00514193
1724538780,351906.54599794,352255.25999002,351704.14000000,351704.14000000,0.00579183
1724538840,352255.25999002,352255.25999002,352095.98138013,352095.98138013,0.00003537
